0.000000000000000000e+00 3.494897959183673741e-01 1.507941605672400431e-01 2.915915476139708251e-01
1.000000000000000000e+00 4.548256802721088454e-01 2.583292881674841279e-01 3.818461267622739741e-01
2.000000000000000000e+00 4.682185374149659962e-01 2.899473678405203314e-01 4.239057762598106849e-01
3.000000000000000000e+00 4.703443877551020669e-01 2.802606578597816589e-01 4.020358372475331676e-01
4.000000000000000000e+00 5.511267006802721413e-01 3.963438353474701414e-01 5.178858118847758929e-01
5.000000000000000000e+00 5.420918367346938549e-01 3.865942595039408292e-01 5.026923515641714690e-01
6.000000000000000000e+00 5.488945578231292366e-01 3.920645393193758488e-01 5.197226167541582065e-01
7.000000000000000000e+00 5.244472789115646183e-01 3.613710277818071859e-01 4.762148478405833774e-01
8.000000000000000000e+00 5.543154761904761640e-01 4.024294478083235149e-01 5.253707966746998803e-01
9.000000000000000000e+00 5.333758503401361262e-01 3.735187789532887215e-01 5.055244387391331085e-01
1.000000000000000000e+01 5.355017006802721413e-01 3.770394729737396311e-01 5.112942037559752295e-01
1.100000000000000000e+01 5.274234693877550839e-01 3.653225520722169217e-01 4.861364286846349692e-01
1.200000000000000000e+01 5.308248299319727748e-01 3.671285041242827174e-01 4.882341616227003911e-01
1.300000000000000000e+01 5.443239795918367596e-01 3.815904156158477223e-01 4.990659816342913335e-01
1.400000000000000000e+01 3.981717687074829981e-01 1.988945848028680075e-01 3.195891533414673136e-01
1.500000000000000000e+01 5.486819727891155685e-01 3.927399364266078718e-01 5.027562870599119327e-01
1.600000000000000000e+01 5.085034013605441716e-01 3.370453723060805040e-01 4.587242836997143525e-01
1.700000000000000000e+01 3.957270408163265363e-01 1.859540128597126640e-01 3.113786683256924981e-01
1.800000000000000000e+01 5.108418367346938549e-01 3.445088392118900722e-01 4.680035449031319517e-01
1.900000000000000000e+01 6.281887755102041337e-01 4.945729998549040496e-01 6.077436779770059028e-01
2.000000000000000000e+01 5.813137755102041337e-01 4.367314910973347786e-01 5.476631061773924447e-01
2.100000000000000000e+01 5.801445578231293476e-01 4.258276690409819598e-01 5.339294393895811508e-01
2.200000000000000000e+01 6.538052721088435382e-01 5.292732913161315444e-01 6.309752592608629529e-01
2.300000000000000000e+01 5.109481292517006334e-01 3.443898841420525714e-01 4.720349226010132071e-01
2.400000000000000000e+01 3.218537414965986776e-01 9.698056407529831446e-02 2.221800029919387132e-01
2.500000000000000000e+01 5.243409863945578397e-01 3.622119236922268226e-01 4.888751893930519121e-01
2.600000000000000000e+01 5.923681972789116568e-01 4.488103180642938339e-01 5.607309779775936365e-01
2.700000000000000000e+01 6.090561224489795533e-01 4.670527825093753749e-01 5.785780119098566932e-01
2.800000000000000000e+01 3.353528911564626069e-01 1.210798524291725881e-01 2.521232801996864947e-01
2.900000000000000000e+01 6.314838435374150460e-01 4.976472487004289236e-01 6.080634681088621374e-01
3.000000000000000000e+01 6.325467687074830536e-01 5.009927414111677857e-01 6.060839475036731150e-01
3.100000000000000000e+01 6.728316326530612290e-01 5.565357925913001491e-01 6.530336931739014750e-01
3.200000000000000000e+01 5.029761904761904656e-01 3.337009518249077766e-01 4.541598708771600879e-01
3.300000000000000000e+01 6.526360544217687520e-01 5.301426223368559398e-01 6.308595759424676652e-01
